start_date,end_date,gasolina_IO95,gasoleo_rodoviario,gasoleo_colorido_marcado,gasolina_IO98,pdf_url
2020-08-03,2020-08-09,1.372,1.137,0.652,1.522,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-143-2020-07-31.pdf
2020-08-10,2020-08-16,1.362,1.131,0.646,1.512,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-147-2020-08-06Supl3.pdf
2020-08-17,2020-08-23,1.363,1.131,0.646,1.513,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-151-2020-08-14.pdf
2020-08-24,2020-08-30,1.368,1.13,0.645,1.518,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-155-2020-08-20Supl.pdf
2020-08-31,2020-09-06,1.37,1.129,0.644,1.52,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-160-2020-08-28.pdf
2020-09-07,2020-09-13,1.371,1.126,0.641,1.521,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-165-2020-09-04.pdf
2020-09-14,2020-09-20,1.367,1.118,0.633,1.517,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-170-2020-09-11Supl3.pdf
2020-09-21,2020-09-27,1.359,1.103,0.62,1.509,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-175-2020-09-18Supl4.pdf
2020-09-28,2020-10-04,1.362,1.097,0.614,1.512,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-180-2020-09-25Supl2.pdf
2020-10-05,2020-10-11,1.367,1.098,0.61,1.517,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-185-2020-10-02Supl3.pdf
2020-10-12,2020-10-18,1.369,1.099,0.61,1.519,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-189-2020-10-09.pdf
2020-10-19,2020-10-25,1.372,1.103,0.615,1.522,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-194-2020-10-16.pdf
2020-10-26,2020-11-01,1.366,1.105,0.616,1.516,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-199-2020-10-23Supl.pdf
2020-11-02,2020-11-08,1.359,1.107,0.612,1.509,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-204-2020-10-30Supl2.pdf
2020-11-09,2020-11-15,1.341,1.1,0.605,1.491,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-209-2020-11-06Supl.pdf
2020-11-16,2020-11-22,1.336,1.099,0.605,1.486,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-214-2020-11-13Supl.pdf
2020-11-23,2020-11-29,1.351,1.116,0.62,1.501,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-219-2020-11-20Supl.pdf
2020-11-30,2020-12-06,1.356,1.124,0.627,1.506,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-224-2020-11-27.pdf
2020-12-07,2020-12-13,1.364,1.14,0.64,1.514,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-228-2020-12-04Supl2.pdf
2020-12-14,2020-12-20,1.365,1.146,0.645,1.515,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-232-2020-12-11Supl.pdf
2020-12-21,2020-12-27,1.365,1.154,0.653,1.515,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-237-2020-12-18.pdf
2020-12-28,2021-01-03,1.38,1.166,0.664,1.53,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-241-2020-12-24.pdf
2021-01-04,2021-01-10,1.369,1.166,0.664,1.519,https://joram.madeira.gov.pt/joram/2serie/Ano de 2020/IISerie-244-2020-12-30Supl.pdf
2021-01-18,2021-01-24,1.411,1.203,0.699,1.561,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-010-2021-01-15Supl.pdf
2021-01-25,2021-01-31,1.43,1.219,0.713,1.58,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-015-2021-01-22Supl.pdf
2021-02-01,2021-02-07,1.434,1.224,0.717,1.584,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-019-2021-01-29Supl.pdf
2021-02-08,2021-02-14,1.436,1.226,0.719,1.586,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-023-2021-02-05Supl.pdf
2021-02-15,2021-02-21,1.452,1.241,0.732,1.602,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-027-2021-02-12Supl.pdf
2021-02-22,2021-02-28,1.462,1.262,0.752,1.612,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-031-2021-02-19Supl2.pdf
2021-03-01,2021-03-07,1.485,1.284,0.765,1.635,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-035-2021-02-26Supl.pdf
2021-03-08,2021-03-14,1.503,1.296,0.776,1.653,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-039-2021-03-05.pdf
2021-03-15,2021-03-21,1.52,1.305,0.785,1.67,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-043-2021-03-12Supl.pdf
2021-03-22,2021-03-28,1.54,1.316,0.794,1.69,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-047-2021-03-19Supl.pdf
2021-03-29,2021-04-04,1.538,1.315,0.794,1.688,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-052-2021-03-26Supl.pdf
2021-04-05,2021-04-11,1.539,1.309,0.788,1.689,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-056-2021-04-01.pdf
2021-04-19,2021-04-25,1.542,1.306,0.784,1.692,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-064-2021-04-16Supl.pdf
2021-04-26,2021-05-02,1.549,1.308,0.786,1.699,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-069-2021-04-23Supl2.pdf
2021-05-03,2021-05-09,1.555,1.312,0.788,1.705,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-074-2021-04-30.pdf
2021-05-10,2021-05-16,1.558,1.315,0.791,1.708,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-078-2021-05-07Supl3.pdf
2021-05-17,2021-05-23,1.566,1.324,0.8,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-083-2021-05-14Supl.pdf
2021-05-24,2021-05-30,1.573,1.332,0.806,1.723,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-088-2021-05-21Supl2.pdf
2021-05-31,2021-06-06,1.57,1.334,0.808,1.72,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-093-2021-05-28Supl2.pdf
2021-06-07,2021-06-13,1.578,1.349,0.809,1.728,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-097-2021-06-04.pdf
2021-06-14,2021-06-20,1.583,1.359,0.817,1.733,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-101-2021-06-11.pdf
2021-06-21,2021-06-27,1.59,1.367,0.825,1.74,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-106-2021-06-18Supl4.pdf
2021-06-28,2021-07-04,1.599,1.378,0.834,1.749,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-111-2021-06-25Supl.pdf
2021-07-05,2021-07-11,1.618,1.396,0.845,1.768,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-115-2021-07-02Supl.pdf
2021-07-12,2021-07-18,1.629,1.402,0.851,1.779,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-120-2021-07-09Supl2.pdf
2021-07-19,2021-07-25,1.638,1.408,0.856,1.788,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-125-2021-07-16Supl.pdf
2021-07-26,2021-08-01,1.645,1.412,0.86,1.795,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-129-2021-07-23Supl2.pdf
2021-08-02,2021-08-08,1.646,1.426,0.858,1.796,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-134-2021-07-30Supl2.pdf
2021-08-09,2021-08-15,1.654,1.43,0.861,1.804,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-138-2021-08-05Supl2.pdf
2021-08-16,2021-08-22,1.655,1.429,0.86,1.805,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-143-2021-08-13Supl.pdf
2021-08-23,2021-08-29,1.654,1.426,0.857,1.804,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-148-2021-08-20Supl.pdf
2021-08-30,2021-09-05,1.643,1.418,0.85,1.793,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-153-2021-08-27Supl.pdf
2021-09-06,2021-09-12,1.652,1.426,0.855,1.802,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-158-2021-09-03Supl.pdf
2021-09-13,2021-09-19,1.658,1.431,0.859,1.808,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-163-2021-09-10Supl2.pdf
2021-09-20,2021-09-26,1.664,1.438,0.866,1.814,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-168-2021-09-17Supl2.pdf
2021-10-04,2021-10-10,1.675,1.457,0.889,1.825,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-178-2021-10-01Supl.pdf
2021-10-11,2021-10-17,1.698,1.486,0.915,1.848,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-182-2021-10-08Supl3.pdf
2021-10-18,2021-10-24,1.732,1.525,0.951,1.882,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-187-2021-10-15Supl2.pdf
2021-10-25,2021-10-31,1.692,1.505,0.931,1.842,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-192-2021-10-22Supl3.pdf
2021-11-01,2021-11-07,1.707,1.516,0.938,1.857,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-197-2021-10-29.pdf
2021-11-08,2021-11-14,1.715,1.522,0.943,1.865,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-201-2021-11-05Supl2.pdf
2021-11-15,2021-11-21,1.726,1.523,0.944,1.876,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-206-2021-11-12Supl2.pdf
2021-11-22,2021-11-28,1.731,1.525,0.946,1.881,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-211-2021-11-19Supl.pdf
2021-11-29,2021-12-05,1.723,1.519,0.941,1.873,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-216-2021-11-26.pdf
2021-12-06,2021-12-12,1.713,1.505,0.936,1.863,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-220-2021-12-03.pdf
2021-12-13,2021-12-19,1.677,1.485,0.917,1.827,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-224-2021-12-10.pdf
2021-12-20,2021-12-26,1.677,1.478,0.911,1.827,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-229-2021-12-17Supl3.pdf
2021-12-27,2022-01-02,1.673,1.476,0.909,1.823,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-234-2021-12-24.pdf
2022-01-03,2022-01-09,1.68,1.487,0.909,1.83,https://joram.madeira.gov.pt/joram/2serie/Ano de 2021/IISerie-238-2021-12-30Supl2.pdf
2022-01-10,2022-01-16,1.709,1.506,0.927,1.859,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-003-2022-01-07Supl.pdf
2022-01-17,2022-01-23,1.716,1.524,0.944,1.866,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-008-2022-01-14Supl3.pdf
2022-01-24,2022-01-30,1.729,1.549,0.966,1.879,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-013-2022-01-21Supl4.pdf
2022-01-31,2022-02-06,1.684,1.491,0.962,1.834,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-018-2022-01-28Supl4.pdf
2022-02-07,2022-02-13,1.706,1.521,0.99,1.856,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-023-2022-02-04Supl4.pdf
2022-02-14,2022-02-20,1.731,1.527,0.995,1.881,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-028-2022-02-11Supl2.pdf
2022-02-21,2022-02-27,1.749,1.548,1.014,1.899,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-033-2022-02-18Supl3.pdf
2022-02-28,2022-03-06,1.761,1.556,1.021,1.911,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-038-2022-02-25Supl.pdf
2022-03-07,2022-03-13,1.779,1.574,1.039,1.929,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-042-2022-03-04Supl.pdf
2022-03-14,2022-03-20,1.849,1.686,1.163,1.999,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-047-2022-03-11Supl.pdf
2022-03-21,2022-03-27,1.956,1.854,1.327,2.106,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-052-2022-03-18Supl.pdf
2022-03-28,2022-04-03,1.855,1.723,1.206,2.005,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-057-2022-03-25.pdf
2022-04-04,2022-04-10,1.937,1.885,1.355,2.087,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-062-2022-04-01Supl.pdf
2022-04-11,2022-04-17,1.899,1.818,1.294,2.049,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-067-2022-04-08Supl.pdf
2022-04-18,2022-04-24,1.858,1.755,1.236,2.008,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-071-2022-04-14%20.pdf
2022-05-02,2022-05-08,1.885,1.817,1.293,2.035,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-080-2022-04-29Supl.pdf
2022-05-09,2022-05-15,1.784,1.719,1.344,1.934,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-085-2022-05-06Supl2.pdf
2022-05-16,2022-05-22,1.834,1.731,1.357,1.984,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-090-2022-05-13Supl.pdf
2022-05-23,2022-05-29,1.864,1.696,1.318,2.014,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-095-2022-05-20Supl.pdf
2022-05-30,2022-06-05,1.928,1.67,1.289,2.078,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-100-2022-05-27Supl2.pdf
2022-06-06,2022-06-12,1.964,1.69,1.311,2.114,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-105-2022-06-03Supl2.pdf
2022-06-13,2022-06-19,2.063,1.777,1.408,2.213,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-110-2022-06-10.pdf
2022-06-20,2022-06-26,2.062,1.883,1.528,2.212,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-114-2022-06-17Supl.pdf
2022-06-27,2022-07-03,2.032,1.932,1.582,2.182,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-119-2022-06-24Supl.pdf
2022-07-04,2022-07-10,2.008,1.918,1.569,2.158,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-123-2022-06-30Supl2.pdf
2022-07-11,2022-07-17,1.994,1.858,1.503,2.144,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-128-2022-07-08Supl2.pdf
2022-07-18,2022-07-24,1.941,1.802,1.439,2.091,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-133-2022-07-15Supl2.pdf
2022-07-25,2022-07-31,1.889,1.789,1.425,2.039,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-138-2022-07-22Supl.pdf
2022-08-01,2022-08-07,1.841,1.748,1.379,1.991,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-142-2022-07-29Supl.pdf
2022-08-08,2022-08-14,1.835,1.721,1.354,1.985,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-146-2022-08-04Supl2.pdf
2022-08-15,2022-08-21,1.751,1.638,1.278,1.901,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-151-2022-08-12Supl.pdf
2022-08-22,2022-08-28,1.734,1.621,1.262,1.884,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-155-2022-08-19Supl.pdf
2022-08-29,2022-09-04,1.724,1.663,1.301,1.874,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-160-2022-08-26Supl.pdf
2022-09-05,2022-09-11,1.728,1.756,1.386,1.878,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-165-2022-09-02Supl3.pdf
2022-09-12,2022-09-18,1.666,1.72,1.353,1.816,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-170-2022-09-09Supl.pdf
2022-09-19,2022-09-25,1.65,1.714,1.348,1.8,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-175-2022-09-16Supl.pdf
2022-09-26,2022-10-02,1.642,1.652,1.291,1.792,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-180-2022-09-23Supl.pdf
2022-10-03,2022-10-09,1.635,1.629,1.27,1.785,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-185-2022-09-30Supl3.pdf
2022-10-10,2022-10-16,1.643,1.643,1.283,1.793,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-189-2022-10-07Supl3.pdf
2022-10-17,2022-10-23,1.766,1.746,1.377,1.916,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-194-2022-10-14Supl.pdf
2022-10-24,2022-10-30,1.815,1.826,1.467,1.965,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-198-2022-10-21Supl.pdf
2022-10-31,2022-11-06,1.765,1.825,1.466,1.915,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-203-2022-10-28Supl.pdf
2022-11-07,2022-11-13,1.747,1.813,1.455,1.897,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-207-2022-11-04Supl3.pdf
2022-11-14,2022-11-20,1.767,1.789,1.433,1.917,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-211-2022-11-11Supl.pdf
2022-11-21,2022-11-27,1.729,1.708,1.358,1.879,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-216-2022-11-18Supl.pdf
2022-11-28,2022-12-04,1.648,1.613,1.271,1.798,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-221-2022-11-25Supl.pdf
2022-12-05,2022-12-11,1.593,1.556,1.219,1.743,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-225-2022-12-02Supl.pdf
2022-12-12,2022-12-18,1.568,1.507,1.174,1.718,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-229-2022-12-09Supl2.pdf
2022-12-19,2022-12-25,1.51,1.428,1.101,1.66,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-234-2022-12-16Supl.pdf
2022-12-26,2023-01-01,1.499,1.472,1.142,1.649,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-238-2022-12-22Supl2.pdf
2023-01-02,2023-01-08,1.517,1.471,1.141,1.667,https://joram.madeira.gov.pt/joram/2serie/Ano de 2022/IISerie-242-2022-12-29Supl3.pdf
2023-01-09,2023-01-15,1.572,1.482,1.151,1.722,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-005-2023-01-06Supl2.pdf
2023-01-16,2023-01-22,1.564,1.454,1.119,1.714,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-010-2023-01-13Supl3.pdf
2023-01-23,2023-01-29,1.575,1.466,1.13,1.725,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-015-2023-01-20Supl.pdf
2023-01-30,2023-02-05,1.608,1.488,1.151,1.758,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-020-2023-01-27Supl.pdf
2023-02-06,2023-02-12,1.642,1.504,1.166,1.792,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-025-2023-02-03Supl.pdf
2023-02-13,2023-02-19,1.62,1.447,1.102,1.77,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-030-2023-02-10.pdf
2023-02-20,2023-02-26,1.599,1.401,1.059,1.749,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-035-2023-02-17.pdf
2023-02-27,2023-03-05,1.605,1.407,1.065,1.755,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-039-2023-02-24.pdf
2023-03-06,2023-03-12,1.604,1.393,1.052,1.754,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-044-2023-03-03.pdf
2023-03-13,2023-03-19,1.61,1.419,1.076,1.76,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-049-2023-03-10Supl2.pdf
2023-03-20,2023-03-26,1.615,1.405,1.063,1.765,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-053-2023-03-17Supl.pdf
2023-03-27,2023-04-02,1.59,1.375,1.03,1.74,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-058-2023-03-24Supl.pdf
2023-04-03,2023-04-09,1.6,1.367,1.022,1.75,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-063-2023-03-31Supl.pdf
2023-04-10,2023-04-16,1.625,1.354,1.011,1.775,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-067-2023-04-06.pdf
2023-04-17,2023-04-23,1.639,1.358,1.014,1.789,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-072-2023-04-14Supl.pdf
2023-04-24,2023-04-30,1.646,1.338,0.996,1.796,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-077-2023-04-21Supl.pdf
2023-05-01,2023-05-07,1.606,1.338,0.996,1.756,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-081-2023-04-28Supl2.pdf
2023-05-08,2023-05-14,1.606,1.338,0.996,1.756,
2023-05-15,2023-05-21,1.569,1.298,0.957,1.719,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-090-2023-05-12Supl.pdf
2023-05-22,2023-05-28,1.592,1.318,0.975,1.742,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-094-2023-05-19Supl.pdf
2023-05-29,2023-06-04,1.609,1.332,0.988,1.759,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-099-2023-05-26Supl3.pdf
2023-06-05,2023-06-11,1.633,1.337,0.992,1.783,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-104-2023-06-02Supl3.pdf
2023-06-12,2023-06-18,1.603,1.312,0.968,1.753,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-108-2023-06-09Supl.pdf
2023-06-19,2023-06-25,1.641,1.353,1.005,1.791,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-113-2023-06-16Supl.pdf
2023-06-26,2023-07-02,1.624,1.355,1.007,1.774,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-118-2023-06-23Supl.pdf
2023-07-03,2023-07-09,1.611,1.372,1.023,1.761,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-122-2023-06-30Supl.pdf
2023-07-10,2023-07-16,1.573,1.34,0.99,1.723,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-127-2023-07-07Supl.pdf
2023-07-17,2023-07-23,1.6,1.368,1.019,1.75,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-131-2023-07-14Supl.pdf
2023-07-24,2023-07-30,1.616,1.384,1.033,1.766,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-136-2023-07-21Supl.pdf
2023-07-31,2023-08-06,1.638,1.388,1.037,1.788,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-141-2023-07-28Supl.pdf
2023-08-07,2023-08-13,1.705,1.45,1.094,1.855,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-145-2023-08-03.pdf
2023-08-14,2023-08-20,1.719,1.511,1.15,1.869,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-150-2023-08-11Supl.pdf
2023-08-21,2023-08-27,1.719,1.511,1.15,1.869,
2023-08-28,2023-09-03,1.719,1.511,1.15,1.869,
2023-09-04,2023-09-10,1.719,1.511,1.15,1.869,
2023-09-11,2023-09-17,1.719,1.507,1.146,1.869,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-168-2023-09-08Supl.pdf
2023-09-18,2023-09-24,1.707,1.507,1.146,1.857,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-173-2023-09-15.pdf
2023-09-25,2023-10-01,1.705,1.507,1.189,1.855,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-178-2023-09-22Supl.pdf
2023-10-02,2023-10-08,1.711,1.507,1.189,1.861,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-183-2023-09-29.pdf
2023-10-09,2023-10-15,1.711,1.509,1.191,1.861,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-187-2023-10-06Supl.pdf
2023-10-16,2023-10-22,1.667,1.478,1.16,1.817,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-192-2023-10-13Supl2.pdf
2023-10-23,2023-10-29,1.636,1.451,1.133,1.786,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-197-2023-10-20Supl3.pdf
2023-10-30,2023-11-05,1.647,1.463,1.145,1.797,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-202-2023-10-27Supl3.pdf
2023-11-06,2023-11-12,1.642,1.447,1.129,1.792,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-206-2023-11-03Supl.pdf
2023-11-13,2023-11-19,1.639,1.436,1.118,1.789,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-211-2023-11-10Supl2.pdf
2023-11-20,2023-11-26,1.619,1.401,1.083,1.769,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-215-2023-11-17.pdf
2023-11-27,2023-12-03,1.589,1.386,1.068,1.739,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-220-2023-11-24Supl2.pdf
2023-12-04,2023-12-10,1.571,1.383,1.065,1.721,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-224-2023-11-30Supl.pdf
2023-12-11,2023-12-17,1.56,1.367,1.049,1.71,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-228-2023-12-07Supl2.pdf
2023-12-18,2023-12-24,1.54,1.342,1.023,1.69,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-232-2023-12-15Supl.pdf
2023-12-25,2023-12-31,1.528,1.324,1.006,1.678,https://joram.madeira.gov.pt/joram/2serie/Ano de 2023/IISerie-237-2023-12-22Supl2.pdf
