start_date,end_date,gasolina_IO95,gasoleo_rodoviario,gasoleo_colorido_marcado,gasolina_IO98,pdf_url
2013-07-08,2013-07-14,1.679,1.356,0.949,1.829,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-126-2013-07-05Supl.pdf
2013-07-15,2013-07-21,1.685,1.365,0.958,1.835,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-130-2013-07-12.pdf
2013-07-22,2013-07-28,1.706,1.38,0.972,1.856,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-135-2013-07-19Supl.pdf
2013-07-29,2013-08-04,1.722,1.39,0.982,1.872,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-140-2013-07-26Supl.pdf
2013-08-05,2013-08-11,1.71,1.378,0.972,1.86,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-145-2013-08-02Supl.pdf
2013-08-12,2013-08-18,1.713,1.38,0.974,1.863,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-150-2013-08-09Supl.pdf
2013-08-19,2013-08-25,1.705,1.376,0.971,1.855,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-154-2013-08-16.pdf
2013-08-26,2013-09-01,1.711,1.379,0.974,1.861,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-158-2013-08-23Supl.pdf
2013-09-02,2013-09-08,1.712,1.381,0.979,1.862,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-163-2013-08-30.pdf
2013-09-09,2013-09-15,1.728,1.398,0.995,1.878,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-168-2013-09-06.pdf
2013-09-16,2013-09-22,1.727,1.405,1.002,1.877,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-171-2013-09-13.pdf
2013-09-23,2013-09-29,1.711,1.403,1.0,1.861,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-176-2013-09-20Supl.pdf
2013-09-30,2013-10-06,1.692,1.387,0.985,1.842,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-179-2013-09-27.pdf
2013-10-07,2013-10-13,1.675,1.381,0.975,1.825,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-183-2013-10-04Supl.pdf
2013-10-14,2013-10-20,1.659,1.37,0.964,1.809,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-188-2013-10-11Supl.pdf
2013-10-21,2013-10-27,1.657,1.371,0.965,1.807,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-193-2013-10-18.pdf
2013-10-28,2013-11-03,1.656,1.371,0.965,1.806,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-198-2013-10-25.pdf
2013-11-04,2013-11-10,1.644,1.357,0.962,1.794,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-203-2013-11-01.pdf
2013-11-11,2013-11-17,1.637,1.351,0.946,1.787,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-208-2013-11-08Supl.pdf
2013-11-18,2013-11-24,1.631,1.349,0.944,1.781,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-213-2013-11-15Supl.pdf
2013-11-25,2013-12-01,1.644,1.354,0.949,1.794,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-217-2013-11-22Supl.pdf
2013-12-02,2013-12-08,1.652,1.362,0.956,1.802,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-222-2013-11-29.pdf
2013-12-09,2013-12-15,1.656,1.371,0.965,1.806,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-227-2013-12-06.pdf
2013-12-16,2013-12-22,1.653,1.371,0.965,1.803,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-232-2013-12-13Supl.pdf
2013-12-23,2013-12-29,1.644,1.362,0.956,1.794,https://joram.madeira.gov.pt/joram/2serie/Ano de 2013/IISerie-237-2013-12-20Supl.pdf
2014-01-06,2014-01-12,1.644,1.361,0.956,1.794,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-002-2014-01-03Supl.pdf
2014-01-13,2014-01-19,1.647,1.363,0.957,1.797,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-007-2014-01-10.pdf
2014-01-20,2014-01-26,1.639,1.352,0.947,1.789,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-012-2014-01-17Supl.pdf
2014-01-27,2014-02-02,1.633,1.347,0.941,1.783,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-017-2014-01-24.pdf
2014-02-03,2014-02-09,1.635,1.346,0.943,1.785,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-022-2014-01-31Supl.pdf
2014-02-17,2014-02-23,1.634,1.346,0.943,1.784,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-031-2014-02-14.pdf
2014-02-24,2014-03-02,1.645,1.349,0.945,1.795,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-036-2014-02-21Supl.pdf
2014-03-03,2014-03-09,1.647,1.351,0.949,1.797,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-041-2014-02-28Supl.pdf
2014-03-10,2014-03-16,1.646,1.347,0.945,1.796,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-045-2014-03-07Supl.pdf
2014-03-17,2014-03-23,1.638,1.341,0.939,1.788,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-050-2014-03-14.pdf
2014-03-24,2014-03-30,1.631,1.329,0.928,1.781,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-055-2014-03-21Supl.pdf
2014-03-31,2014-04-06,1.629,1.323,0.921,1.779,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-060-2014-03-28Supl.pdf
2014-04-07,2014-04-13,1.643,1.332,0.928,1.793,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-065-2014-04-04Supl.pdf
2014-04-14,2014-04-20,1.648,1.333,0.93,1.798,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-069-2014-04-11Supl.pdf
2014-04-21,2014-04-27,1.656,1.334,0.931,1.806,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-072-2014-04-16.pdf
2014-05-05,2014-05-11,1.672,1.343,0.94,1.822,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-079-2014-05-02Supl.pdf
2014-05-12,2014-05-18,1.663,1.337,0.935,1.813,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-084-2014-05-09Supl.pdf
2014-05-19,2014-05-25,1.663,1.333,0.931,1.813,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-089-2014-05-16.pdf
2014-05-26,2014-06-01,1.66,1.335,0.933,1.81,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-094-2014-05-23.pdf
2014-06-02,2014-06-08,1.665,1.342,0.941,1.815,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-099-2014-05-30Supl.pdf
2014-06-09,2014-06-15,1.666,1.34,0.938,1.816,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-104-2014-06-06Supl.pdf
2014-06-16,2014-06-22,1.672,1.332,0.93,1.822,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-108-2014-06-13Supl.pdf
2014-06-23,2014-06-29,1.682,1.338,0.936,1.832,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-113-2014-06-20Supl.pdf
2014-06-30,2014-07-06,1.692,1.347,0.946,1.842,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-118-2014-06-27Supl.pdf
2014-07-07,2014-07-13,1.695,1.348,0.948,1.845,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-122-2014-07-04.pdf
2014-07-14,2014-07-20,1.698,1.344,0.945,1.848,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-127-2014-07-11Supl.pdf
2014-07-21,2014-07-27,1.695,1.339,0.94,1.845,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-131-2014-07-18Supl.pdf
2014-07-28,2014-08-03,1.687,1.332,0.932,1.837,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-136-2014-07-25Supl.pdf
2014-08-04,2014-08-10,1.683,1.331,0.932,1.833,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-141-2014-08-01.pdf
2014-08-11,2014-08-17,1.672,1.329,0.931,1.822,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-146-2014-08-08.pdf
2014-08-18,2014-08-24,1.668,1.333,0.935,1.818,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-150-2014-08-14Supl2.pdf
2014-08-25,2014-08-31,1.663,1.328,0.93,1.813,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-154-2014-08-22Supl.pdf
2014-09-01,2014-09-07,1.657,1.318,0.922,1.807,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-159-2014-08-29Supl.pdf
2014-09-08,2014-09-14,1.664,1.327,0.931,1.814,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-164-2014-09-05.pdf
2014-09-15,2014-09-21,1.664,1.324,0.927,1.814,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-168-2014-09-12Supl.pdf
2014-09-22,2014-09-28,1.664,1.325,0.929,1.814,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-173-2014-09-19Supl.pdf
2014-09-29,2014-10-05,1.661,1.32,0.924,1.811,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-178-2014-09-26Supl.pdf
2014-10-06,2014-10-12,1.659,1.317,0.92,1.809,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-183-2014-10-03.pdf
2014-10-13,2014-10-19,1.652,1.312,0.915,1.802,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-188-2014-10-10.pdf
2014-10-20,2014-10-26,1.643,1.3,0.904,1.793,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-193-2014-10-17.pdf
2014-10-27,2014-11-02,1.599,1.272,0.876,1.749,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-198-2014-10-24Supl.pdf
2014-11-03,2014-11-09,1.595,1.274,0.876,1.745,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-203-2014-10-31Supl.pdf
2014-11-10,2014-11-16,1.592,1.275,0.877,1.742,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-208-2014-11-07Supl.pdf
2014-11-17,2014-11-23,1.585,1.274,0.876,1.735,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-213-2014-11-14.pdf
2014-11-24,2014-11-30,1.574,1.268,0.87,1.724,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-218-2014-11-21Supl.pdf
2014-12-01,2014-12-07,1.566,1.255,0.856,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-222-2014-11-28.pdf
2014-12-08,2014-12-14,1.548,1.238,0.84,1.698,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-227-2014-12-05Supl.pdf
2014-12-15,2014-12-21,1.516,1.214,0.816,1.666,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-231-2014-12-12.pdf
2014-12-22,2014-12-28,1.478,1.186,0.788,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2014/IISerie-236-2014-12-19Supl.pdf
2015-01-12,2015-01-18,1.478,1.185,0.788,1.628,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-001-2015-01-05.pdf
2015-01-19,2015-01-25,1.4,1.115,0.72,1.55,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-010-2015-01-16Supl.pdf
2015-01-26,2015-02-01,1.382,1.095,0.699,1.532,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-014-2015-01-23Supl.pdf
2015-02-02,2015-02-08,1.384,1.097,0.701,1.534,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-019-2015-01-30Supl.pdf
2015-02-09,2015-02-15,1.389,1.103,0.707,1.539,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-023-2015-02-06.pdf
2015-02-16,2015-02-22,1.424,1.137,0.74,1.574,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-028-2015-02-13Supl.pdf
2015-02-23,2015-03-01,1.446,1.161,0.764,1.596,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-031-2015-02-20Supl.pdf
2015-03-02,2015-03-08,1.459,1.178,0.781,1.609,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-036-2015-02-27Supl.pdf
2015-03-09,2015-03-15,1.476,1.19,0.793,1.626,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-041-2015-03-06Supl2.pdf
2015-03-16,2015-03-22,1.496,1.197,0.799,1.646,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-046-2015-03-13Supl.pdf
2015-03-23,2015-03-29,1.509,1.197,0.8,1.659,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-051-2015-03-20.pdf
2015-03-30,2015-04-05,1.505,1.181,0.784,1.655,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-056-2015-03-27.pdf
2015-04-06,2015-04-12,1.515,1.18,0.783,1.665,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-059-2015-04-01.pdf
2015-04-20,2015-04-26,1.52,1.18,0.782,1.67,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-069-2015-04-17.pdf
2015-05-04,2015-05-10,1.554,1.211,0.814,1.704,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-077-2015-04-30Supl3.pdf
2015-05-11,2015-05-17,1.558,1.213,0.815,1.708,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-082-2015-05-08Supl.pdf
2015-05-18,2015-05-24,1.565,1.221,0.823,1.715,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-087-2015-05-15Supl.pdf
2015-05-25,2015-05-31,1.563,1.218,0.82,1.713,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-092-2015-05-22Supl.pdf
2015-06-01,2015-06-07,1.57,1.222,0.824,1.72,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-097-2015-05-29Supl.pdf
2015-06-08,2015-06-14,1.566,1.217,0.819,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-102-2015-06-05.pdf
2015-06-15,2015-06-21,1.566,1.212,0.814,1.716,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-106-2015-06-12Supl.pdf
2015-06-22,2015-06-28,1.576,1.207,0.809,1.726,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-110-2015-06-19Supl.pdf
2015-06-29,2015-07-05,1.58,1.205,0.807,1.73,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-115-2015-06-26Supl2.pdf
2015-07-06,2015-07-12,1.576,1.203,0.804,1.726,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-119-2015-07-03.pdf
2015-07-13,2015-07-19,1.58,1.198,0.8,1.73,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-124-2015-07-10Supl2.pdf
2015-07-20,2015-07-26,1.587,1.183,0.785,1.737,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-129-2015-07-17.pdf
2015-07-27,2015-08-02,1.58,1.176,0.778,1.73,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-134-2015-07-24Supl2.pdf
2015-08-03,2015-08-09,1.567,1.163,0.766,1.717,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-138-2015-07-31Supl2.pdf
2015-08-10,2015-08-16,1.556,1.146,0.749,1.706,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-143-2015-08-07Supl2.pdf
2015-08-17,2015-08-23,1.541,1.134,0.738,1.691,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-148-2015-08-14Supl.pdf
2015-08-24,2015-08-30,1.521,1.121,0.725,1.671,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-152-2015-08-20Supl2.pdf
2015-08-31,2015-09-06,1.495,1.113,0.711,1.645,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-156-2015-08-28Supl2.pdf
2015-09-07,2015-09-13,1.462,1.096,0.69,1.612,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-160-2015-09-04.pdf
2015-09-14,2015-09-20,1.466,1.111,0.704,1.616,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-165-2015-09-11Supl2.pdf
2015-09-21,2015-09-27,1.464,1.117,0.71,1.614,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-170-2015-09-18.pdf
2015-09-28,2015-10-04,1.456,1.11,0.703,1.606,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-175-2015-09-25Supl.pdf
2015-10-05,2015-10-11,1.443,1.106,0.697,1.593,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-178-2015-10-02Supl2.pdf
2015-10-12,2015-10-18,1.435,1.105,0.696,1.585,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-183-2015-10-09Supl.pdf
2015-10-19,2015-10-25,1.441,1.113,0.704,1.591,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-188-2015-10-16Supl.pdf
2015-10-26,2015-11-01,1.428,1.101,0.692,1.578,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-193-2015-10-23Supl.pdf
2015-11-02,2015-11-08,1.419,1.095,0.685,1.569,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-198-2015-10-30Supl.pdf
2015-11-09,2015-11-15,1.422,1.098,0.689,1.572,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-202-2015-11-06Supl2.pdf
2015-11-16,2015-11-22,1.434,1.109,0.699,1.584,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-207-2015-11-13.pdf
2015-11-23,2015-11-29,1.438,1.111,0.7,1.588,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-212-2015-11-20Supl.pdf
2015-11-30,2015-12-06,1.429,1.102,0.692,1.579,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-215-2015-11-27.pdf
2015-12-07,2015-12-13,1.43,1.098,0.691,1.58,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-219-2015-12-04.pdf
2015-12-14,2015-12-20,1.422,1.083,0.677,1.572,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-223-2015-12-11Supl.pdf
2015-12-21,2015-12-27,1.398,1.05,0.646,1.548,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-228-2015-12-18.pdf
2016-01-04,2016-01-10,1.397,1.057,0.646,1.547,https://joram.madeira.gov.pt/joram/2serie/Ano de 2015/IISerie-234-2015-12-30.pdf
2016-01-11,2016-01-17,1.373,1.011,0.604,1.523,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-003-2016-01-08Supl2.pdf
2016-01-18,2016-01-24,1.367,1.005,0.598,1.517,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-008-2016-01-15Supl.pdf
2016-01-25,2016-01-31,1.349,0.979,0.575,1.499,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-013-2016-01-22Supl.pdf
2016-02-01,2016-02-07,1.348,0.967,0.559,1.498,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-017-2016-01-29Supl.pdf
2016-02-08,2016-02-14,1.35,0.971,0.563,1.5,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-022-2016-02-05.pdf
2016-02-15,2016-02-21,1.342,0.979,0.57,1.492,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-026-2016-02-12.pdf
2016-02-22,2016-02-28,1.289,1.01,0.521,1.439,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-031-2016-02-19Supl2.pdf
2016-02-29,2016-03-06,1.297,1.026,0.535,1.447,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-036-2016-02-26Supl.pdf
2016-03-07,2016-03-13,1.296,1.043,0.539,1.446,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-041-2016-03-04.pdf
2016-03-14,2016-03-20,1.303,1.055,0.551,1.453,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-046-2016-03-11Supl.pdf
2016-03-21,2016-03-27,1.32,1.078,0.572,1.47,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-051-2016-03-18.pdf
2016-03-28,2016-04-03,1.328,1.085,0.578,1.478,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-054-2016-03-23Supl2.pdf
2016-04-04,2016-04-10,1.329,1.079,0.578,1.479,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-059-2016-04-01Supl.pdf
2016-04-11,2016-04-17,1.355,1.075,0.575,1.505,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-064-2016-04-08.pdf
2016-04-18,2016-04-24,1.356,1.063,0.564,1.506,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-069-2016-04-15Supl2.pdf
2016-04-25,2016-05-01,1.373,1.081,0.58,1.523,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-074-2016-04-22Supl.pdf
2016-05-02,2016-05-08,1.381,1.092,0.593,1.531,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-078-2016-04-29Supl.pdf
2016-05-09,2016-05-15,1.391,1.109,0.608,1.541,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-083-2016-05-06Supl.pdf
2016-05-16,2016-05-22,1.375,1.097,0.608,1.525,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-088-2016-05-13Supl3.pdf
2016-05-23,2016-05-29,1.381,1.103,0.614,1.531,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-093-2016-05-20.pdf
2016-05-30,2016-06-05,1.394,1.122,0.632,1.544,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-097-2016-05-27Supl.pdf
2016-06-06,2016-06-12,1.411,1.14,0.654,1.561,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-100-2016-06-03Supl.pdf
2016-06-13,2016-06-19,1.413,1.145,0.658,1.563,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-102-2016-06-09Supl.pdf
2016-06-20,2016-06-26,1.407,1.142,0.656,1.557,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-105-2016-06-17Supl.pdf
2016-06-27,2016-07-03,1.4,1.135,0.65,1.55,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-110-2016-06-24Supl.pdf
2016-07-04,2016-07-10,1.403,1.132,0.647,1.553,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-114-2016-06-30Supl2.pdf
2016-07-11,2016-07-17,1.398,1.132,0.647,1.548,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-119-2016-07-08.pdf
2016-07-18,2016-07-24,1.379,1.12,0.637,1.529,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-123-2016-07-15.pdf
2016-07-25,2016-07-31,1.376,1.117,0.633,1.526,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-128-2016-07-22Supl.pdf
2016-08-01,2016-08-07,1.37,1.11,0.629,1.52,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-133-2016-07-29Supl.pdf
2016-08-08,2016-08-14,1.358,1.093,0.613,1.508,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-138-2016-08-05.pdf
2016-08-15,2016-08-21,1.35,1.081,0.602,1.5,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-140-2016-08-12.pdf
2016-08-22,2016-08-28,1.35,1.087,0.607,1.5,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-144-2016-08-19.pdf
2016-08-29,2016-09-04,1.364,1.106,0.625,1.514,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-149-2016-08-26Supl.pdf
2016-09-05,2016-09-11,1.376,1.118,0.634,1.526,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-154-2016-09-02.pdf
2016-09-12,2016-09-18,1.37,1.112,0.628,1.52,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-158-2016-09-09Supl.pdf
2016-09-19,2016-09-25,1.382,1.117,0.633,1.532,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-162-2016-09-16.pdf
2016-09-26,2016-10-02,1.378,1.111,0.627,1.528,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-166-2016-09-23Supl.pdf
2016-10-03,2016-10-09,1.375,1.113,0.629,1.525,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-171-2016-09-30Supl.pdf
2016-10-10,2016-10-16,1.38,1.119,0.635,1.53,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-175-2016-10-07Supl2.pdf
2016-10-17,2016-10-23,1.391,1.135,0.65,1.541,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-180-2016-10-14Supl.pdf
2016-10-24,2016-10-30,1.396,1.149,0.663,1.546,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-185-2016-10-21Supl.pdf
2016-10-31,2016-11-06,1.401,1.155,0.668,1.551,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-190-2016-10-28Supl.pdf
2016-11-07,2016-11-13,1.401,1.158,0.67,1.551,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-194-2016-11-04Supl6.pdf
2016-11-14,2016-11-20,1.398,1.149,0.662,1.548,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-199-2016-11-11Supl.pdf
2016-11-21,2016-11-27,1.39,1.139,0.653,1.54,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-204-2016-11-18Supl2.pdf
2016-11-28,2016-12-04,1.384,1.137,0.651,1.534,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-209-2016-11-25Supl.pdf
2016-12-05,2016-12-11,1.393,1.146,0.664,1.543,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-213-2016-12-02Supl.pdf
2016-12-12,2016-12-18,1.408,1.159,0.676,1.558,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-217-2016-12-09Supl2.pdf
2016-12-19,2016-12-25,1.421,1.175,0.691,1.571,https://joram.madeira.gov.pt/joram/2serie/Ano de 2016/IISerie-222-2016-12-16Supl.pdf
